label,sentence
2,【編集部的映画批評】低予算最恐映画を楽しむための3つの掟
2,チラシ配りのお姉さんが、KARAのニコルだったら？
2,海外で話題騒然！『ダークナイト』最新作の予告映像がスゴイ
1,デスクトップ代わりに使える低価格ノート　レノボのIdeaPad Z480はIvy Bridege搭載
1,315gの最軽量スキャナも登場！PCレスでスキャンデータを活用できる「ADS-2500W」
1,Mac必須アプリの使いこなし術！パソコンの最新情報をチェック【ITフラッシュバック】
2,クリストファー・プラマー、『人生はビギナーズ』で助演男優賞
2,【編集部的映画批評】4人のイケメンが世界を変える？
2,“AKB48のセンター”が「出会いカフェ」で小遣い稼ぎ
2,お笑いコンビNON STYLEが過激な爆破対決！　西山茉希へ“無駄な”アプローチ
2,沢尻エリカの女優魂に仰天、カメラテストから全裸
0,夫より頼りになる存在「ママ友」とは？
2,夏だ、プールだ、ピラニアだ！ リア充爆発 『ピラニア リターンズ』
1,ワイルドな英語プリントだぜぇ！　スギちゃん風な英語の教材プリントが話題に
0,東京23区女ひとり風呂 vol.01「人生を変えてくれた神楽坂」Presented by ゆるっとcafe
0,兄弟がいる女、姉妹がいる女、人生得するのはどっち？【前編】
2,映画『メリダとおそろしの森』で坂本美雨が“神秘の歌声”を披露
2,ノオミ・ラパスかシャーリーズ・セロンか、『プロメテウス』のワールドプレミアでドレス対決
2,『ターミネーター』と『チャーリーズ・エンジェル』を掛け合わせた面白さ
2,【元気東北・岩手編】河童ってホントは何者なのか
1,最新スマホに最強兵器が登場！ソフトバンク AQUOS PHONE 104SH対応大容量バッテリー【モバステ通信】
2,今夏最大の日本映画、主題歌に“希望の女神”を抜擢
1,Twitterの影響力マジパねぇ！　東大駒場校舎で行われた無料耳かきサービスに人だかり
2,「今まで見せていない姿を見て欲しい」ゴマキ4年ぶり写真集が大量増刷
2,大島優子がここからどう破滅していくのか？　『闇金ウシジマくん』特報解禁
0,イベント型婚活企画会社に聞きました！ 婚活の傾向と対策
2,【DVDエンター！】神によって定められた“運命”に抗う恋人たち
2,大統領はニセモノだった？　『G.I.ジョー』続編の特別映像が公開
2,【DVDエンター！】空気を読まないけど、かわいいと思ってしまう新人の女の子
0,愛される？ 愛する？ 幸せなのはどっち!?
0,元カレ発見！ 過去の恋が蘇るFacebookの恐怖
0,梅村ゆずの結婚どころじゃないんですっ！vol.2　Presented by ゆるっとcafe
1,Androidを狙うウイルスが急増！スマホに迫る悪質なアプリ 【役立つセキュリティ】
2,今夏、新生“G.I.ジョー”が日本に上陸する
1,ダウンロードカードも販売！ 任天堂によるソフトダウンロード販売の詳細が明らかに【デジ通】
0,胸の谷間見せはどこまでOK？ セクシーとビッチの別れ道を探る！
0,カフェで何する？ お茶以外も楽しもう
0,独女たちに聞いた！ お酒の席でのセクハラ対策
2,小雪がスコセッシ監督に花束贈呈「子どもと一緒に観られる」
0,本物にこだわる独女に　“国連が認めた”基礎化粧品
0,ジブリアニメの印象が変わるとき
0,「整形したい」女性が大半。コンプレックスを感じる顔のパーツはどこ？
0,若々しいプロポーションの秘訣は下着にあり!?
1,最新PLC規格は最大240Mbps！　アイ・オー・データ機器より第3世代HD-PLCアダプター
1,納得いかない写真は見せない！　Facebookのタグ付き写真は承認する【知っ得！虎の巻】
1,Facebookに潜む「乗っ取り」のリスク！　SNS対策レポートをソースネクストが公表
1,MS Office互換、Google IMEも使える！　イザというときのUbuntu環境構築まとめ【デジ通】
1,1年保証をさらに1年延長！　2年の保証が付くASRock製Intel 7シリーズ搭載マザー
0,がんばる女子にもエナジーを！ カラダに染みわたる“自分ご褒美”はいかが？
2,【プレゼント】人種問題のタブーに挑んだ映画『ヘルプ 〜心がつなぐストーリー〜』のブルーレイ+DVDセット
1,PCレスで地デジ視聴！地デジチューナー搭載の無線LANルーター
2,芦田愛菜、スピルバーグが認めた天才子役と夢の共演
1,SOHOや小規模事業所に最適、NETGEAR 16ポートギガビットスマートスイッチの試用企業を募集
2,藤原竜也、東北・石巻から熱烈歓迎
2,スピルバーグが絶賛し、天海祐希と芦田愛菜をも魅了した少年の“魔法”
2,インタビュー：桜庭ななみ「叩かれ、それでも向かっていきました」
1,金環日食から切り込み隊長まで！　ネットの話題を振り返る【ITフラッシュバック】
2,高良健吾と吉高由里子が5年ぶり再会、心温まる感動の話題作が待望の映画化
0,2012年はいい年に！「お正月ニッポンプロジェクト」がSNSでの被災地支援のキャンペーンを実施中！
1,Excelで5ずつ増える数を入力！Excelで意外と知らない便利ワザ【知っ得！虎の巻】
0,正直ちょっと面倒!?な 女子会の幹事をラクラクこなせる新サービスとは？
2,インタビュー：パトリス・プーヤール監督「ピラミッドは地球のID」
0,平成版花嫁修業とは？
2,BoA、東方神起、少女時代などの素顔を描いた映画『I AM.』が公開決定
0,お肌に優しいから安心　紫外線が気になる独女の夏の対策とは？
1,個性派Facebookにしよう！　みんなと違う背景にする方法【知っ得！虎の巻】
0,まるで中学生？　ママ友トラブルの実態
0,【終了しました】健やかで美しい髪を手に入れる「アヴェダ インヴァティセット」を2名様にプレゼント！
0,夏バテよりも深刻な「新型秋バテ」は、1日2回の“紅茶”でリセット!?
1,話題のタブレット端末に強い味方！ドコモ ARROWS Tab LTE F-01D本革マルチポーチケース【モバステ通信】
2,映画『TIME/タイム』、篠田麻里子のコメント入りCMが解禁「作品を邪魔しない声になっている」
2,小雪＆シャーリーズ・セロン、日米の“魔女”が美の競演
0,【オトナ女子のリアルな悩み】曖昧な彼とのつきあい。結婚の可能性は？
0,男友達が多いと彼ができない!?
0,くさったよめがあらわれた！vol.05「自分を変えたい…それは楽しめることをみつけること!!」presented by ゆるっとcafe
0,彼女の香りは、柔軟剤の香り
0,話題のタニタ食堂へ行ってみた！
1,話題のスマホに強い味方！ドコモ Galaxy Note SC-05D用大容量バッテリー【モバステ通信】
2,脳を刺激する“極上のミステリー”が誕生！攻防戦を繰り広げる予告映像が公開
1,データ整理に役立つ！　Excelで大量の連番をまとめて入力【知っ得！虎の巻】
0,【オトナ女子映画部】「花より男子〜Boys Over Flowers」
1,戦国武将が勢揃い！戦国RPG 真・戦国バスター【iPhoneでチャンスを掴め】
1,1ページに表示する投稿数を読みやすく調整するtumblrワザ【知っ得！虎の巻】
2,即完必至！『アベンジャーズ』BE@RBRICK付き鑑賞券を限定発売
0,愛と節約　Presented by ゆるっとcafe
0,話題の二股騒動……あなたはしたこと、されたことありますか？
1,メンテナンス性の高いHP Z1 省スペースAIOワークステーション【デジ通】
1,なにかが起こるっ！4コマ、もうすぐ100回になるんだよ【紺子にゅうす】
1,例のあのメニューも！ニコニコ超会議のフードコートメニュー14種類紹介（後半）
0,男がヒヤッとするキーワードとは？
2,「さわお」×「わさお」が奇跡の対面
0,放っておけない！　長年「好きな人がいない」理由とは？
1,美味しそうな航空会社の機内食！情報満載の1日を振り返る【ITフラッシュバック】
2,AKB48卒業の前田敦子、ソロ2枚目のシングルが映画主題歌に決定
1,iPhoneやスマホにLINEキャラをデコレーション！　LINEキャラステッカーと目を保護するシート
0,検証！ 独女たちの“嘘”
2,NYが騒然！突如現れた“崖っぷちの男”
1,LANだけで動作するコンピュータ 電源不要のオールインワン型【デジ通】
2,若者の間で社会現象を巻き起こした名作『池袋ウエストゲートパーク』がBeeマンガに
2,伝説が、壮絶に、終わる！『ダークナイト ライジング』最後の予告編が解禁に
2,韓国で740万人を動員『サニー 永遠の仲間たち』、懐かしの大ヒット洋楽が彩る予告編
0,30代独女になって羨ましく思う青春のひととき
1,自分のパソコンを自分で組み立てる！富士通のパソコン組立体験サービス【デジ通】
2,キン肉マンと『グリーン・ランタン』が奇跡のコラボ、ゆでたまご直筆オリジナルイラストが当たるチャンス
1,インテル吉田社長の自作PCをパワーアップ！“超”社長PCを作ってみた
2,【週末映画まとめ読み】AKB48、ステージ裏の過酷な姿 ＜12月31日号＞
1,石より早く土台が登場！　IVY Bridge対応チップセット「Intel 7シリーズ」解禁！
0,「愛はないけど嫌いじゃない」離婚に踏み切らない女たちの本音
2,水樹奈々が『アイ・アム・ナンバー4』で声優担当
1,見事なボディペインティング！　アクリル絵の具で描かれたボディペインティングが話題に
0,SNSから始まる国際交流
0,若い男子たちが激しく振り回される、あのハイテンションCMって？
0,気になる既婚女性の働き方！在宅で働くってどんな感じ？
0,なぜ女はチャラ男が好きなのか？
0,もし身近な男性がタイガーマスクだったら？
0,子どもの小学校入学　働くママは不安でいっぱい!?
0,クリスマスに選びたい最高のプレゼントとは？
1,個人スポンサー2万人達成！ロンドン五輪マラソン代表選手の藤原新選手
1,次に見れるのは3年後？　先週末に見れたブルームーンが綺麗だと話題に
2,“日本最強”のヨーロッパ組が“最強”映画に集結「チームワークの必要性を再認識」
0,「好きを仕事に！」2つの仕事をもつ女性たち
2,『ベルセルク』のガッツ、グリフィス、キャスカの主要3キャストがアフレコ会見で勢揃い
2,Superfly、今年初シングルは“漫画史上最大の問題作”主題歌
2,「ポケモン」や「ONE PIECE」と同じ賞を獲得したキモかわいいキャラが全国に
0,女医が教えるオンナの体ウソホント vol.4「イク！って何？」 Presented by ゆるっとcafe
0,広がるおひとりさまの行動網！一人でライブ参戦！
2,東京国際映画祭、『最強のふたり』がグランプリを受賞！小栗旬の『キツツキと雨』は審査員特別賞
0,電車の中で携帯カチカチ……皆、何みているの？
0,あなたの手書き文字は大丈夫？
2,遠距離恋愛中のカップルに捧ぐ、『親愛なるきみへ』が豪華上映会を開催
0,今年は特に「梅雨ストレス」に注意が必要！
2,10話目を前に、もう一度振り返る「いちおう妖ヶ劇場」
1,3秒でわかる！イー・モバイル、次世代モバイル通信「EMOBILE LTE」対応端末を一挙紹介
1,ボカロ曲のみのライブ開催　「Voca Nico Night」-Live Stage-8月25日、26日で開催
0,『子供が欲しくない』という女性に共感できますか？
1,今度はiPad mini完全対応ケース！ 未発表のiPad mini完全対応ケースの先行予約販売開始
1,利用の拡大が続くタブレット端末　GfK Japan「012年4月期企業のタブレット型端末導入状況調査」
1,キンドルの3G回線は無料で使える！書籍購入以外にも使い放題【デジ通】
1,一風変わった動きが新鮮！ブロック系ゲームStar＊Burst 【iPhoneでチャンスを掴め】
1,コンパクトケース対応のGTX 670！　ツインクーラーで全長の短いGeForce GTX 670搭載グラボ
2,【DVDエンター！】“韓国のアンジェリナ・ジョリー”がタンクトップ姿で触手と格闘
2,使われなくなった地下鉄ホームに巨大人面像が出現
1,今後のアップデートに期待！ 無料期間後も課金する人が大多数のドラクエX 【デジ通】
0,【オトナ女子映画部】“愛される”より“愛す”喜びに生きる「エディット・ピアフ〜愛の讃歌〜」
2,【週末映画まとめ読み】木下優樹菜「結婚生活は、できれば途中退場したくない」
1,ソフトバンクのスマホに強い味方！ソフトバンク AQUOS PHONE 102SH対応大容量バッテリー【モバステ通信】
0,もし独女がドラッカーの「マネジメント」を読んだら
0,アゴから生えてきた太いヒゲ…どうして？
2,【DVDエンター！】“勝ち組”と“負け組”の人生逆転を賭けた究極のゲーム
2,【週末映画まとめ読み】人気グラドルが新たなセクシー領域に挑戦
1,週末はPC活用＆メンテナンス！　【PC快適術】でPCをチェックしより快適に使おう
1,バックアップをより手軽に便利に！　最新バックアップソフトの試用企業を募集
1,大切な投稿を見逃さない　Facebookに親友の投稿だけを表示する【知っ得！虎の巻】
2,【DVDエンター！】美女ともその場限りの関係、完璧な男“メカニック”の秘かな愉しみ
0,やってきました！「40代女子」上位時代
0,【オトナ女子映画部】男性版“セックス・アンド・ザ・シティ”で恋愛温度を上げる『モテキ』
0,「女の武器」に有効期限はあるのか？
2,“日本のトップ総取替え”発言が現実になった＜2011年インタビューまとめ vol.3＞
0,災害ボランティア体験者が感じたこと
1,一粒で三度おいしい虚構新聞！　一連の騒動に関する検証を掲載
0,【オトナ女子映画部】林由美香、本能のままに生きた1人の女優『監督失格』
1,できないことができる！？通常では解消できない断片化を解消してくれる「PageDefrag」【PC快適術】
0,料理男子と結婚の関係とは
0,健康のために体張ります！　Presented by ゆるっとcafe
2,“夢を追う”子供と“夢を諦めさせる”親の気持ち
1,WordやExcelでよく使うコマンドをワンクリックで実行する【知っ得・虎の巻】
0,あったかスープで、おなかもココロも満たされるキャンペーン実施中！
2,『ひみつのアッコちゃん』、綾瀬はるかに魔法をかけるのは香川照之
0,一気に好感度が上がる彼女選び・妻選び
1,PS Vita 3G版で3G解約は何割？情報満載の1日を振り返る【ITフラッシュバック】
2,【編集部的映画批評】五感を失う感染症に冒された男女が、最後に感じたもの
2,ウィキ・ペディアにも負けない!?　キャプテン・アメリカの戦力を徹底解剖！
0,年末年始にこそ語りたい、トイレットペーパー問題について
1,Windowsをより快適に使うノウハウ集【PC快適術】
1,5機種並べて比較！ウルトラブック選びに迷わない　「ウルトラブック徹底比較表！MY BEST Ultrabook(TM)」が公開
2,【編集部的映画批評】10日間で興行収入13億円超え！“猿”はどこまで行くのか
0,【オトナ女子映画部】愛を捨て快感だけを求める男の孤独とは『SHAME-シェイム-』
0,結婚してもときめきはある？
1,ホットピンクの天板がまぶしいっ！ ASUSTeKが春モデルノート第2弾を発表
2,ハリウッド最強のタッグが贈る感動巨編『リアル・スティール』、数量限定BE@RBRICKストラップ付き鑑賞券を発売
1,ラジオ会館×カムイがコラボ！ふぉっくす紺子ちゃんが応援
1,スティックタイプのコンデジ登場！　Optio新モデルは気分に合わせて着せ替え可能
0,ランクづけに見る独女たちのプライド
1,地方の元気が日本の元気に！「ニコニコ町会議」佐賀県唐津市呼子町に1万6千人が来場
2,峰不二子に勝るとも劣らない、スタイル抜群の“イイ女”が映画デビュー
2,ダース・ベイダーが織田信長と同盟を結ぶ
1,なるほどジ○リめしって言うのか！　あのオムライスは王蟲ライスだったのね！
0,地方女子と東京女子の幸せの価値観
0,公衆トイレがコワイ……！？恐怖のトイレ体験
1,連続入力するデータを自分で作っちゃおう！　Excel便利ワザ【知っ得！虎の巻】
0,女が求める「成長できる恋」とは
0,音楽とスポーツをファッショナブルに楽しむためのヘッドホンが誕生
2,剛力彩芽、10代最後の夏に「恋愛はまだまだ先で大丈夫、いくつになっても出来る」
1,メモ型クラウドサービス「Droplr」 備忘録やブックマークに使える【デジ通】
0,自転車女子、はじめましたvol.04「柴又で満喫下町ポタリング！」Presented by ゆるっとcafe
0,梅村ゆずの結婚どころじゃないんですっ！vol.6『最後の砦？結婚相談所！』Presented by ゆるっとcafe
0,セール価格で世界一住みやすい国オーストラリアへ！
2,【特別映像】“戦火の馬”の瞳に映る人間たちの姿
0,わたしってそんな人だったんだ？
0,梅村ゆずの結婚どころじゃないんですっ！vol.7『うっかりできちゃった末っ子、ゆず』Presented by ゆるっとcafe
2,【週末映画まとめ読み】“全身整形”エリカ様が大胆ランジェリー姿を公開
0,30歳以上の女性にCM出演のチャンス到来!?
1,何だそうだったのか！Googleロゴがキノコになっている理由
2,綾瀬はるか、オトナのアッコちゃんに大変身！
0,新種の母娘世代！バブル母さんとその娘たち
0,8割の女性が悩む「お腹の張り」　スッキリ“腸内美人”を目指すには？
0,復活愛はアリかナシか。独女たちの出会いと別れ
0,「遊びすぎると×××が黒くなる」ってホント？
0,意識過剰な私…不倫中のあなた…。行き着く先は女地獄？！独女的ブックレビュー『女地獄の歩き方』
0,かわいい嫉妬、できますか？
2,この夏、東京スカイツリーが映画に
1,昼までに頼めば当日着！　ドスパラ通販の当日配達サービスが強化
1,mixiの新サービスに疑問の声？ mixiのTwitterから友達をさがす機能が不評
1,ニコニコ超会議振り返り①　本気（マジ）の痛車のスゴさを実感
0,【オトナ女子コミック部】独女が読んでも爆笑必至!! キャラ立ち子育てマンガ『ママはテンパリスト』
1,来年こそは黒字達成（たぶん）！ ニコニコ超会議2の開催決定！
1,スマホの音楽をお風呂場で聴く技！iPhoneで使える無線防水スピーカ【モバステ通信】
0,つける？ つけない？ 独女の家計簿
0,１回限りの関係で終わってしまう女
1,今週末は北海道へGo！　ニコニコ町会議in 北海道長万部町の詳細決定
0,少ない時間で気分転換＆リラックスするために——、休憩中に求めるものとは？
1,自分の顔で画面ロックを解除！ドコモ、GALAXY S IIにAndroid 4.0を提供
0,癒し？それともドキドキ？女が美容室に求めるものとは
1,インテル最新プロセッサが登場！ 新Ultrabookへの採用はいつ? 【デジ通】
2,【編集部的映画批評】ある意味アカデミー賞に最も関連している作品
1,今度は大丈夫？ iPhoneで24時間無料のWi-Fi！「LAWSON Wi-Fiサービス」が大幅アップデート
1,もちろんカレー臭はしなかった！ 品質もそこそこなインド製携帯電話【デジ通】
1,Webで認知症チェックができる！ 日本初の認知機能チェックサービス「脳測」正式公開
2,劇場版『TIGER & BUNNY』特別企画“KING OF MOVIE HERO”は誰だ？
2,第24回東京国際映画祭作品ガイド＜特別招待作品部門＞
1,自然災害だからと諦めない！　災害救助法適用地区に関する特別サービスを利用しよう
2,映画『三銃士』で描かれた歴史を超越する奇想天外ストーリー
2,“セクシー吸血鬼”SDN48芹那「甘噛み程度じゃ納得いかない」
1,またひとつサービスが消える！ドコモwebメールを終了する理由
0,「3大家具ショップ」で賢いインテリア術 Presented by ゆるっとcafe
1,スマホ購入でゲーム初体験！　MMD研究所「マートフォン所有者の接触頻度に関する実態調査」
2,長編アニメーション賞はジョニー・デップの『ランゴ』
0,経験者が語る「職場恋愛のススメ」
2,【週末まとめ読み】世界各国で話題沸騰！人類の歴史を覆す“驚愕の事実”とは
2,恋人に会うために脱獄した、一途な“天才犯罪者”
0,独女の憧れ？「終の住処は老人ホーム」
0,おうちで「カフェごはん」のコツ
2,『ベルセルク』ファン必見、キャラクターのレアアイテムが登場
1,超コンパクトで充電ケーブルいらず！わずか92gのモバイルバッテリー【イケショップのレア物】
1,意外と知らないExcel技を紹介！ 他人と差をつけるExcel技特集【知っ得！虎の巻】
0,バックオーライは縁起が悪い？
0,「ドクター圭子の知らなきゃケガするオトナの医学」〜Presented by ゆるっとcafe〜
0,独女が結婚で捨てられないもの…
2,“美人すぎる”女スパイが同性にも支持されるワケ
0,独女たちに聞いてみた「ノマド」ってどうよ？
1,ネット時代の便利サイト！PCのお気に入りをタブレットで使う技
2,インタビュー：山田孝之＆大島優子「見たくないだろうけど、絶対に見なきゃいけない」
2,“貞子”が渋谷に大量出現、呪いの手紙を配る
0,友達が多い人って、実は性格がよくない！？
0,独女たちのお財布事情
1,製造業界に激震か！国内唯一のDRAMメーカーであったエルピーダが倒産
0,【オトナ女子のリアルな悩み】同時に2人好きになってしまいました
2,大島優子アフレコ会見「“女の子”を隠しながら持っている」
1,イベント作成や友人の紹介方法　Facebook活用のスゴ技・裏技テクニック集【知っ得！虎の巻】
1,廃プレイせずとも楽しめるドラクエX！　 プレイしなくても他プレーヤーとの差が広がらない仕組み【デジ通】
1,笹食ってる場合じゃねぇ！孫社長 イベントの講演を宣伝
0,オンナ磨きをサポートする、女子向けスマホが登場！
2,デキる男はココが違う！超一流スパイが教える女を落とすテクニック
0,年齢とともにやせにくくなる……自分の体を厳しく仕分ける！
0,霊柩車を見ると親指を隠しますか？
0,【オトナ女子のリアルな悩み】付き合う相手はいつも外国人男性…日本人男性を選べない理由とは
1,通信プラットフォーム企画会社の清算に見る次世代LTE開発の行方
0,男と女で認識の差アリ!?　魅惑のセクシーランジェリー
1,世界戦略が重要なゲーム市場 E3 2012で注目の新戦略【デジ通】
0,【オトナ女子映画部】『迷い婚』結婚は“死刑判決”？
0,【オトナ女子のリアルな悩み】一生結婚できないのでは…と不安です
1,“3”も“HD”もなかった！　製品名は何と新しい「iPad」
0,コレでたばこを辞めました。独女の禁煙ヒストリー
1,会議の遅刻がなくなる！　Chromeの拡張機能【知っ得！虎の巻】
1,知りたいニュースがここにある！職業別最新ITニュース活用法【ITニュースで目指せ情報通】
2,【GOGW映画 家族編】水谷豊が“普通”のサラリーマンに変身！『HOME 愛しの座敷わらし』
1,USB3.0対応で爆速データ転送！　9倍速のリーダー／ライター登場
2,ヴァンパイアから最愛の恋人を守れるのか、『フライトナイト』のポスターが公開
0,独女はピンとこない？ 紗栄子さんがネットで嫌われる理由
2,コリン・ファレルが語る『フライトナイト』の魅力とは？
0,ムダな抵抗！？ 加齢の現実
2,中村玉緒が美脚披露「メリル・ストリープでございます、グフフッ」
2,【編集部的映画批評】仮面ライダーとスーパー戦隊の「大人の事情」
1,使いこなし指南の知っ得！虎の巻【Wordテクニック集】
2,明日は我が身、“闇”に飲まれる債務者たちの転落人生
0,遊び人ほどＨが残念なのは本当か？
1,反対者はわずか12人、参議院本会議で違法ダウンロード刑罰化が確定
1,地デジ＆BS/CSデジタル対応ハイビジョンレコーダーのレビューアー10名を募集
1,全米教育部門で2位！色彩感覚を育てるのにオススメのぬり絵アプリ【iPhoneでチャンスを掴め】
2,最愛の友との別れは破滅への序曲となる！ 『ベルセルク』パート2の予告映像が解禁
0,おひとりさまの憂鬱とは？
0,30代男性がグッとくる口説き文句とは
2,コンセプトは“Laugh & Peace”、「第4回沖縄国際映画祭」プログラム発表
1,MSがSkyDriveをアップデート！　 その外観はまさに「Metro風」（旧称）に！【デジ通】
1,口座なしでもほとんどの機能が使える！楽天証券のiPad用株式アプリ【デジ通】
0,熟女ブームは本当か？
0,本当はなりたい「すっぴん美人」
1,最近使ったファイルを素早くスタートメニューから開く【知っ得・虎の巻】
1,ご当地アプリがiPhoneカバーに！　登場！ぐんまのやぼう ＆ にほんのあらそい iPhoneカバー
2,アメイジング・スパイダーマンが「LINE」とコラボ、期間限定スタンプも登場
0,梅村ゆずの結婚どころじゃないんですっ！vol.5『いつかギャン泣きする日』Presented by ゆるっとcafe
1,家電もスマートに 節電を！電気を総合的にマネージメントする仕組みがスゴイ【デジ通】
0,行動派女子に思うこと
2,携帯の英字入力で「たかはし」と打つと「GAME」になる
2,“悪夢の新作”『プロメテウス』に著名人から絶賛コメントが続々
0,次のバケーションはトルコに決まり！
0,思いがけない出会いを引き寄せた行動とは？
2,インタビュー：稲垣早希「私の人生の半分は『ロケみつ』スタッフが握ってます（笑）」
2,【編集部的映画批評】一瞬でサラリーマンの“高級ランチ”が消える
0,【独女的コミックレビュー vol.1】 『花のズボラ飯』は女子的ひとりゴハンのお手本！
0,あなたは何犬？「犬診断」が巷で大人気
1,超豪邸の賃料が3〜4万円！？　中国で借りた家の賃料が安いと話題に！
1,液晶一体型！新型ワークステーションからインド製携帯電話まで【デジ通】一気読み
0,東京23区女ひとり風呂 vol.04「文京区・銭湯後はこの一杯！」Presented by ゆるっとcafe
0,女医が教えるオンナの体のウソホント vol.12「膣トレで尿モレ予防＆快感アップ！」presented by ゆるっとcafe
1,ユニークな両面液晶PC！次世代PCを見たCOMPTEXから変化があった新型ThinkPadまで【デジ通まとめ】
1,ふぉっくす紺子だよ！完売の声がぞくしゅつちゅう【紺子にゅうす】
1,あなたの銀行は大丈夫？「SpyEye」が銀行を狙ってる！【役立つセキュリティ】
2,ダースベイダーが指揮者、トルーパーがヴァイオリンと融合！ プレミア感満載の全9種
2,【編集部的映画批評】冴えない中年がチョイ悪オヤジに変身、人の数だけ異なる“幸せ”の形
2,インタビュー：藤原竜也＆杏「子供って本当にストレートなものを持っている」
1,CrucialのSSDがより身近に！ アスクがマイクロンジャパン正規代理店に
1,SNSも動画の時代へ！自動でカッコ良く動画編集＆投稿できるviddy【iPhoneでチャンスを掴め】
2,インタビュー：リース・ウィザースプーン「いずれはいい人に巡り合える」
2,セクシーな壁紙用画像が入手できる「NIKITA／ニキータ」iPhoneアプリを無料配信
2,【週末映画まとめ読み】米国版“ガリレオ”、美人すぎる女スパイ・・・今、海外ドラマがアツイ！
1,周辺地域の情報をゲット「ご当地ニュースbyロケタッチ新聞」リリース
0,30歳を過ぎた大人の肌へ、世界が認めた美容液ランコム「ジェニフィック」
2,地震後に一丸となったシェフたちが「食で国を元気に！」
2,“戦う白雪姫”を女性が支持、『スノーホワイト』公開3日間で29万人動員
1,Excelの新規ファイルにムダなシートを作らない【知っ得・虎の巻】
1,スタートアップ設定や特殊なデフラグ！　ゴールデンウィークはPCをメンテナンス【PC快適術】
2,【終了しました】キーファー・サザーランドが話題の海外ドラマを引っ提げ日本上陸！『TOUCH／タッチ』特別試写会にご招待
1,ニコニコ動画：Zero地味に改善中！　動画視聴用の「ZeroWatch」新バージョンにアップデート
2,【DVDエンター！】三浦春馬を取り巻く3人の美女、暖かい公園のように身近で大切な存在
0,セフレと彼女の違いとは?
0,ひとり時間がオンナを創る！
0,本当は羨ましい悪女という存在
1,困った時は彼に聞いてみよう！ Googleのスマホ用音声検索サービス「みらいサーチ」
0,モテる男が選ぶ女子の条件
1,使用状況をビジュアル表示！メモリー割り当て状況を視覚化するRAMMap【PC快適術】
0,年間100日以上!? 無駄なダイエット生活を脱出
2,ヴァンパイアから逃げ切れるのか、『フライトナイト』本編クリップ映像を公開
0,会話が多い夫婦は何を話しているの？
0,30代女子を魅力的に見せるものとは
0,「大切なあなたに見せたい景色」をテーマに、Web上でフォトコンテスト開催中！
1,旅行に行く人へチャンス！海外パケット定額使い放題サービスのレビューアー10名を募集
2,インタビュー：宮崎あおい＆堺雅人「一緒にいるのが当たり前」
1,Z77搭載でお安いマザーも！？ ECSよりIntel 7シリーズ搭載マザー
2,【週末映画まとめ読み】“美しすぎる”キャットウーマンが出演作を引っ提げ来日決定
1,ダウンロードよりもCDの方が便利 これからもCDを買い続ける理由【デジ通】
1,竜の巣？ 　これが…？　富士山上空を覆う巨大雲が話題に
2,今からでも間に合う！知ったふりして映画祭デートに誘う
1,ウィンドウを閉じずにデスクトップのアイコンを操作するマル秘ワザ【知っ得・虎の巻】
0,山田花子の結婚に独女たちは何を思う？
1,孫社長が社内業務紙ゼロ宣言 ペーパーレスの真の目的とは【デジ通】
0,なでしこジャパンに学ぶ、「女子力」パワーの活かし方
1,見積書や企画書を移動中にチェック！　GoogleドライブにAndroidからアクセス【知っ得！虎の巻】
2,伝説のロックバンド「ピンク・フロイド」を爆音で楽しむ
1,関西エリアが予感させる、「auスマートバリュー」の破壊力と可能性
1,音声認識で英語の発音練習しよう Siriを使うiPhoneアプリReal英会話【デジ通】
0,「ルールズ」が独女に与える影響
0,美しすぎる40代“美魔女”の正体とは
2,初の試み！ 史上最大規模の3Dカメラ×世界遺産での撮影
0,八重歯ガ—ルが人気上昇中！？
1,これなら作ってみたくなる！質感の高いHTPC向けケースが登場！
0,独女のカラオケ……何歌っていますか？
1,間違えない海外用の携帯電話選び！ほとんどのSIMが使える端末を選ぼう【デジ通】
0,「復活愛」をきっぱり諦めるには？
2,福田萌、ジャガイモ型ゴーストに襲われた恐怖体験を告白
0,成就率は約20％！ 七夕に込めた願いごとは叶いやすいかも!?
2,【週末映画まとめ読み】「ドラえもん」が強い！ 最後の「はやぶさ」はどう戦う
2,【週末映画まとめ読み】『怪物くん』に忍び寄るスパイと仮面ライダーの足音＜12月3日号＞
0,バイキングという食文化をどう思う？
2,『TIME/タイム』が3億5000万円で初登場1位、篠田麻里子の宝石と奇跡の同額
0,女子会の落とし穴
0,今後はどうなる？ 結納という儀式
2,【週末映画まとめ読み】冷酷な取立てからセクシー女優登場まで、過激すぎる『闇金ウシジマくん』の世界とは
2,【終了しました】デンゼル・ワシントンが世界から狙われる！映画『デンジャラス・ラン』試写会にご招待
0,海外セレブ注目のミラクルフード“亜麻の実”の美的効果とは？
0,男子が冷めてしまう女性とは!?
1,B-CASカードの解析完了！有料放送見放題の仕組みが判明！
1,テレビの高画質化は誰のため？コンテンツが性能に追いつかない【デジ通】
2,今年最初のパンの日に“最幸（さいこう）パンメニュー”が決定
0,【オトナ女子映画部】綾瀬はるかに萌え死！ オトナのおとぎ話『ホタルノヒカリ』
0,独女たちの義援金
1,DVD起動でもアプリが使える 便利なUbuntuの使い方【デジ通】
1,手軽にブログ更新がわかる！　ブログ更新チェックサイト「ひとくり」を試してみた
1,アナタはまだブラウザのブックマーク？　ブックマーク管理はライフリストがオススメ
